transformer_id,install_year,rated_kva,cooling_type,zone,gas_mean,gas_max,gas_std,oil_temp_mean,oil_temp_max,oil_temp_std,load_mean,load_max,load_std,fault_status
TXR-0034,2010,500,ONAF,Zone 2,88.6924553913612,98.14513832835208,6.699907730958445,51.55806305780358,53.64009836897704,1.5461586631464068,54.25960010037631,70.25640603583969,9.444456025508972,Normal
TXR-0035,1998,250,OFAF,Zone 2,116.96486604276389,324.7795845381079,91.96802849752129,46.919428707068214,51.57412160400442,5.491957694228891,53.67117965939961,69.1538268550761,10.972108565171213,Normal
TXR-0036,2016,100,OFAF,Zone 2,36.59774658663238,49.38129398101081,10.256395475401037,51.92325024895279,56.069953003015954,5.130659713595529,64.98417032757584,71.80713042431925,5.470454140876839,Normal
TXR-0037,2020,1000,OFAF,Zone 3,102.5777460035096,115.58296576314764,11.526500818571124,64.7722990913432,68.20991593582103,4.568429771540875,89.03593422752627,98.39490923618932,8.174224671157578,Normal
TXR-0038,2020,250,ONAN,Zone 3,56.62340120422723,82.94357904629976,21.29066407815602,48.30788766321628,53.57757429016389,4.271182702804662,55.094023213499995,72.5658737586761,8.332289555206442,Normal
TXR-0039,2006,250,ONAN,Zone 3,111.24077780840646,126.24084980093144,14.988490326219079,49.43857066640672,55.520639713909965,4.9931856455361805,49.42619221100483,62.69333296493865,9.801571863483776,Normal
TXR-0040,2002,500,ONAN,Zone 2,137.1024579485953,156.00867396172958,13.259436126878292,53.12192427796168,60.87799812762435,4.74702036885413,65.07376257072085,69.591406379198,5.859777499303219,Fault
TXR-0041,1998,100,ONAN,Zone 1,150.78909635142364,166.61871949365778,11.976543773410466,61.77379394472946,65.61299278098116,3.105105667781777,79.91246121816333,89.32458573916777,7.027096684073367,Fault
TXR-0042,2022,100,Unknown,Zone 2,101.12946007111452,132.51918472560791,21.00055669401971,53.49057273293836,55.07151881926994,1.4978110327677225,68.87249830365373,84.2868619751415,6.9458183923454,Normal
TXR-0043,2022,100,OFAF,Zone 2,80.47597870789384,98.6250222286252,19.34285889234601,42.99661245719544,45.80304808655784,2.9280333229733086,51.224689475658145,70.26410426645133,10.637240049347986,Normal
TXR-0044,2006,100,ONAF,Zone 3,130.02564586054464,284.5702483096792,87.708238010699,53.741674208764174,61.01946290897402,6.083638270688057,65.858211194202,81.68018358438914,8.561251905524793,Normal
TXR-0045,2022,500,ONAN,Zone 3,51.834185554361646,77.42076111566183,14.283602911911226,52.08751798628853,62.59978065055043,5.222662445335386,71.32213858512412,79.77960312954802,7.8175181027126435,Normal
TXR-0046,2019,500,ONAN,Zone 3,79.84630239628284,90.21801134238628,7.205333047781715,51.6679640248201,59.92311409176817,5.857883682935519,59.12457641309,67.20376050802417,5.52577273173581,Fault
TXR-0047,1998,1000,OFAF,Zone 1,44.11423980380573,56.52906135510516,7.792542725995442,63.569766421335665,82.63061936934281,8.450183108769224,88.0915064849457,105.475565397025,13.042502230296234,Normal
TXR-0048,1998,500,ONAN,Zone 1,39.541418831693775,55.29066820133292,16.30415031923561,62.03875930904184,65.94303016141727,4.51196141415524,81.30989872357145,96.38269890858992,8.422062852408583,Normal
TXR-0051,2018,1000,ONAN,Zone 1,67.8689518345346,73.22392749577769,6.290945080439437,60.85149670749663,67.61216971994091,6.025532348518776,80.14703176846383,89.36887561411125,6.485208328036098,Fault
TXR-0052,2014,250,OFAF,Zone 1,93.9035819543754,112.776187349719,18.770694322700784,58.929393404215304,61.98908986053192,2.7581795749158733,79.86398875074731,88.46917862121268,8.77097323818582,Normal
TXR-0053,2022,100,OFAF,Zone 1,68.44283503890223,87.02937977639483,14.693088063254244,53.851613886885715,61.35812370068211,5.457472029319456,61.91596135763567,74.98741462743111,7.455281014669662,Fault
TXR-0054,2012,500,ONAN,Zone 3,43.39953967311368,53.725939402555085,8.286284112924362,47.39599265681751,60.41197354335617,8.814523467107371,47.23913082212836,55.61696525714697,7.037695795021972,Normal
TXR-0056,2006,250,ONAF,Zone 2,101.91039724353176,255.08476882657385,58.34567961189419,49.600681940870764,59.48964396000141,6.994424129856312,59.83798705037039,68.45208978075692,7.456425824941879,Fault
TXR-0057,1998,100,ONAN,Zone 1,109.37266947312744,123.47820994329372,9.797681679633305,58.24281139546982,64.95563931342394,5.47055620328426,77.71669676527631,91.11769629719632,10.321003384028419,Fault
TXR-0059,2011,1000,ONAN,Zone 2,90.60455355261863,110.7930190387098,16.144216437031254,48.23430158155871,53.628922106434686,4.024208857103364,55.049652559706296,72.4340194785453,7.781330076659602,Normal
TXR-0060,2017,500,OFAF,Zone 3,179.38792680142842,403.38275280853526,99.40919200156185,49.74369179286004,55.43894849949062,4.501061404285519,60.73736818534926,74.14133618448147,9.024897992552384,Normal
TXR-0061,2021,250,ONAF,Zone 2,44.859915946985886,64.2846448771238,16.19746315107012,51.90225132089706,59.793559824187554,4.28421963062974,65.31426503998944,80.44419092538371,10.480313442762345,Normal
TXR-0062,2005,1000,ONAF,Zone 2,36.909096370717016,64.72460689498085,16.37323151202776,62.32638349070328,68.14823324478297,3.912239302392477,88.94795817873845,109.10661366480488,12.122778142132287,Normal
TXR-0063,2016,250,OFAF,Zone 3,66.1222904333845,254.2302458994642,84.2168603048346,62.32335057176543,68.01689151317201,5.757729940955316,81.77733517114441,97.25982296939551,7.216472328373736,Fault
TXR-0064,2010,500,OFAF,Zone 2,117.64712345208275,154.1330463080268,25.489838561396468,56.60416660446026,64.89061820824473,8.391150060577916,81.89901502490459,102.60951571358048,11.21619242998231,Fault
TXR-0065,2003,500,ONAN,Zone 2,53.74909048603871,67.72296964896536,10.992304781112972,45.51241614637214,50.93056925225891,4.068033412492907,57.638430214653866,68.77277299589348,8.13902910204428,Normal
TXR-0066,2000,100,ONAF,Zone 1,45.71967159939535,69.0413690136507,14.207000562037972,65.96149353895572,75.22922579879545,5.865249141697832,86.71429751043136,96.3247372064882,9.65013360027047,Normal
TXR-0067,2001,250,ONAN,Zone 3,37.353531227473425,52.45415503230775,9.030954767959127,65.75440195518219,76.68757050138879,6.570730852431577,93.135727469342,99.63770999685794,6.5138686923632125,Normal
TXR-0068,2006,100,ONAF,Zone 2,122.58475122118895,133.4698196352973,9.050623516688493,37.28713489057387,43.291420500978745,3.445441038752063,35.62435967516641,43.96605006622711,6.675745269432794,Normal
TXR-0069,2015,500,OFAF,Zone 3,96.8631809361312,118.72385856887152,14.116763417620202,56.56214880957371,64.50835426489903,7.12922642841793,74.33148803823653,84.48637548136482,5.629221822204277,Normal
TXR-0070,2009,1000,Unknown,Zone 2,110.12007989429524,236.10136892298712,50.6424263663381,67.078837471692,74.58758600259729,4.592653570476021,93.50608776582686,107.74842008646776,7.907900710008997,Fault
TXR-0071,1998,250,ONAF,Zone 2,55.1642534499584,257.3945143612772,82.63336607482515,56.25427638435051,70.58312878881462,6.8740750134508035,72.76157688662667,85.91441424632706,7.608335662896032,Normal
TXR-0072,2017,100,OFAF,Zone 3,100.97705932214025,124.66227779131955,14.601463148407186,50.716001882062486,62.91501484328086,6.457107016600261,59.68942310326024,73.96381166556323,9.534253428157145,Fault
TXR-0073,1998,100,ONAF,Zone 2,101.20088770548377,116.59993502233118,12.789750535388714,61.395783602875206,69.26678111158827,5.380836743708296,87.22511999721803,95.33726134088688,6.437534940718153,Normal
TXR-0075,2012,100,ONAF,Zone 3,88.55262867076318,104.64639592895544,9.882232241303342,50.65841660487893,57.99651285188147,3.991298159615977,60.120883870117844,79.27720395378708,7.630815665307049,Normal
TXR-0076,2003,250,OFAF,Zone 3,124.01830062336371,148.0530990815002,19.732531535694505,68.7857313400361,74.46222618000523,5.651256245274913,83.2415300578277,96.0048273497114,10.736434395906947,Fault
TXR-0078,2016,100,ONAF,Zone 1,157.62149266210022,173.14968313545685,11.318817805195847,46.795286433851956,60.119284618016735,6.054461173701364,52.66408406995718,63.641124436296906,7.775429451796152,Fault
TXR-0080,1998,250,ONAF,Zone 3,113.27567479391428,149.72294963141852,22.418335936956,57.64413223601455,66.2914417199202,5.57662841458458,68.26000903175164,77.65606347021999,6.6827557802521484,Fault
TXR-0081,2006,500,ONAF,Zone 3,111.41447850875352,127.91088925403976,17.233461243546305,60.614603587279674,69.45940850288792,4.737858036150935,81.42836805245673,92.25359268762996,7.758112689420751,Normal
TXR-0082,2019,1000,ONAF,Zone 3,127.64340930994776,351.1787940442965,109.92583628803813,51.938615741008874,56.05652242549801,2.948436962342908,59.30333203435232,65.0136686732657,4.0534896204127495,Fault
TXR-0083,1998,1000,OFAF,Zone 3,119.52596203589825,133.5779370477457,8.408318434790306,61.721046724131725,66.95239815675804,4.087048345600917,83.29990227013155,90.62445515148474,7.208374374083636,Fault
TXR-0084,2012,100,ONAF,Zone 3,18.521709487049314,47.2214754857246,15.664909730673676,60.5345180387724,67.37484230419616,4.944376902054017,76.89976047706824,86.74646580787585,6.774637578100415,Normal
TXR-0085,2001,250,ONAF,Zone 1,57.93071305504227,78.30136555729945,17.67995535538267,62.225178169282856,68.02119590049298,6.05420871068988,90.10580935605034,108.55832185538954,14.45514285894807,Normal
TXR-0086,2011,250,ONAF,Zone 3,77.19256707373852,90.8045878089249,11.774597983570407,56.09876066662789,61.63044087648812,4.15213080064554,72.44013264403773,78.01851481556398,4.060979891948236,Normal
TXR-0087,2022,1000,ONAF,Zone 3,58.93195093889378,67.06210235779733,9.894742640432948,64.36811008075718,67.58500412106335,3.372231688310577,82.79654281099742,91.0551780443087,5.62524256691083,Normal
TXR-0090,2000,250,ONAF,Zone 3,85.04037640606148,106.10983859086726,12.659005860818132,60.16529608664925,67.75161968431297,5.924544591910274,77.19433098607648,84.33269592934676,4.13445846974938,Normal
TXR-0091,2007,100,OFAF,Zone 3,127.41879234793409,149.48314794190344,17.478831344529482,59.55657349791907,62.85205004618358,2.4078997890317977,79.77405821770132,99.68647556973563,10.485884925722393,Normal
TXR-0092,2012,100,OFAF,Zone 1,156.04018397145163,165.24913874488757,7.466892937625781,42.21808558128196,44.9100376882807,2.788119755257791,49.965274517013924,58.78156814988301,7.200941190062063,Normal
TXR-0093,2014,500,ONAF,Zone 1,198.6289091502038,211.90322378730764,8.984112089268061,63.95436920431122,69.49698346020342,4.1375735602657455,83.00071086365179,98.93917401885705,8.86462829179922,Normal
TXR-0094,2014,1000,ONAF,Zone 1,6.7288063457544185,25.426615187073573,10.938384976228921,51.5111778448871,57.72679305919385,3.831423713650041,62.3420655890177,76.08268376574442,8.591371217769165,Normal
TXR-0095,2014,500,OFAF,Zone 1,68.33313792429726,84.95278843889136,17.971695117215653,44.78952708184812,49.12560254573143,2.857553885116552,52.81884642467058,69.66521986965003,11.266371921746853,Normal
TXR-0096,2012,100,ONAN,Zone 1,95.925852847181,123.3879608836418,14.922575092102099,61.09379990455553,71.10935567954341,6.395177061525957,81.71808844958608,88.47414737673874,5.64747104586725,Normal
TXR-0097,2022,100,ONAF,Zone 3,69.38585906997623,77.63407755475521,10.587573869262142,62.95876854129579,76.27052049753638,8.71899136395392,86.56795271614986,96.79790332876368,6.8429594430607406,Normal
TXR-0098,2004,500,OFAF,Zone 2,83.75356326006093,104.35151026167124,15.513590492024555,57.33066188849327,65.12510657355742,4.219465417254392,76.20446161818882,87.37645279538664,10.918224335817882,Normal
TXR-0099,2022,500,ONAN,Zone 1,113.94630135150803,138.25676393944082,15.8524516886914,44.82088842984908,53.87783575630971,5.477690550882546,50.527575916030486,58.63984268253844,9.970582079907741,Normal
TXR-0100,2015,250,OFAF,Zone 1,50.767289975842935,74.96646038213645,17.607774515130874,56.15900407848524,63.726015670382,4.767638906605967,79.49311751500737,94.57976538281002,9.128789814327654,Normal
TXR-0101,2002,1000,ONAN,Zone 1,50.82119392253878,74.00437095538766,14.635412534010122,52.31350830020505,59.01238971586985,3.914037649342853,58.22782352801721,70.6487136206011,7.69393009138276,Normal
TXR-0102,2014,1000,ONAN,Zone 3,89.79980147771509,115.38058800360952,20.718414521305725,59.23790497795373,66.442272578833,7.2225584171551676,78.87186762089435,96.41311215507068,8.839310204452829,Normal
TXR-0104,2001,100,OFAF,Zone 2,103.8453340498199,269.4328109555412,63.73202537049216,48.83539030526423,53.9595862279249,3.181969053321643,65.65092860019799,74.51187240888297,7.523049485334832,Fault
TXR-0105,2010,1000,ONAN,Zone 2,78.0440162027534,103.97429847405635,17.913670394855647,58.558418636595974,71.8034723500837,7.002884858658738,78.27272374370392,86.63737785397261,6.934096206696031,Normal
TXR-0106,2022,250,ONAN,Zone 1,136.44666344980945,152.0644756954488,12.505815240696041,52.2831005513273,56.441320210358185,4.733927170680219,75.2569189308426,87.62173302064825,6.8343436442250445,Fault
TXR-0107,2016,100,ONAF,Zone 3,75.51423214283692,293.591815606451,122.95388545646699,51.93575391924121,58.51822534822747,4.171006567292723,67.35658122682247,90.2596078139818,11.824481927955453,Normal
TXR-0109,2005,100,ONAN,Zone 1,26.233262557638145,56.677499320002944,17.23639731773751,58.595782480183594,71.08391000662067,6.510693007569286,76.17554650196982,91.11796512272365,11.91194230106433,Normal
TXR-0110,2001,1000,OFAF,Zone 3,28.284150211359446,32.30572421440877,2.7452901728830157,57.298188786530666,70.27819894600944,8.882425813068892,76.48253229681508,82.19326386095234,5.07070555470958,Fault
TXR-0111,2022,100,OFAF,Zone 3,137.14201252212146,298.7314544625858,80.95617343100771,60.77187576027841,68.10564483334187,5.320673910451241,84.7794675940962,95.55399684044652,6.829098845774288,Fault
TXR-0112,2016,250,ONAF,Zone 2,64.8339974850169,77.53615980057793,5.878829552946076,63.88311142406063,72.26380639186713,4.65357136024099,85.65552669686417,103.62261771553716,7.564821773460218,Normal
TXR-0114,2014,100,ONAF,Zone 3,71.1368987610619,93.1845871681732,13.15437311675012,57.995900793528904,62.86123313345316,4.508915311363904,74.49199390806912,82.58641476111276,6.527616756650195,Normal
TXR-0115,2016,250,OFAF,Zone 1,114.2265172844213,134.41196618205814,15.441470190516977,71.62207471274262,73.04740156996391,1.9643782788911632,99.86641989298425,112.33431160584084,10.354261156763737,Fault
TXR-0116,2015,100,OFAF,Zone 1,160.65792672790494,174.03518958913963,11.101094315233498,59.46260149975567,66.49500765764833,6.1136907951473844,71.67968958774381,79.36968086655729,6.256935817073209,Normal
TXR-0117,1999,500,ONAN,Zone 1,152.05615074495623,315.83921272837426,58.09210818406739,56.87099399286541,72.71910378444547,6.8504631333358885,75.8399752345825,85.39087088572484,7.348718429786258,Normal
TXR-0118,2001,250,ONAF,Zone 2,65.03510912989825,84.77719116885464,13.61644696492053,55.60779948994235,62.06320984868943,5.4673114706327235,69.12257938858936,80.82031452357285,8.382277768854042,Normal
TXR-0119,2006,500,ONAN,Zone 2,88.09774472534845,115.01595703510276,16.769809239348522,56.79957069674753,65.06362552621876,5.012801791728352,73.13176122058523,87.7663244552318,10.636891089727984,Fault
TXR-0120,2020,250,ONAF,Zone 3,91.69638247836431,121.4873374007582,22.425956950497273,57.827120501637665,67.1173987055445,5.011116874443218,80.2836506590866,90.16356107340992,6.350292208635922,Normal
TXR-0121,2019,1000,ONAF,Zone 1,75.21523557552048,111.77893940008448,21.357770486729915,64.73485291043475,74.54218429619799,6.437575824701804,87.94767804377045,99.14168856580466,7.40535701828022,Fault
TXR-0122,2009,1000,ONAN,Zone 2,131.18181593573613,146.51804604248017,12.091050782134598,52.77211088983181,59.84524251266215,6.930243040660175,59.906202107627216,71.75331392985532,10.408558804970768,Normal
TXR-0123,2001,1000,OFAF,Zone 1,46.929781206951034,80.54050719850305,19.09894006472658,44.18272397264325,47.185076561930046,2.4862989175816126,59.65560985232971,67.65117481232423,7.398677920939839,Normal
TXR-0124,2000,100,ONAN,Zone 3,126.63106271558844,139.6003482935552,7.468378433086377,49.2805699322478,55.39013616335797,3.829516190815783,51.492194451000216,58.467360845371225,5.8095785847235195,Fault
TXR-0125,2012,1000,ONAN,Zone 2,78.9087925107809,106.47399410510867,18.38111733751588,58.31755529104936,65.6042491665161,4.857300176218298,72.3539623022057,77.14891830465929,5.1141903787799645,Normal
TXR-0127,2006,100,ONAN,Zone 1,118.4297924254721,138.96195783861845,15.324582382981013,54.22121542875791,61.902893451765046,5.611401700936334,70.44323735648891,81.85560561284723,8.595963476431736,Normal
TXR-0128,2009,500,ONAN,Zone 2,68.94802682920418,103.71468229559204,14.495288987222287,52.926743860075035,57.82767549621237,3.834666960422304,59.88529839136029,73.09229802957259,7.66643111578763,Fault
TXR-0129,2013,1000,ONAF,Zone 2,64.69143540161218,72.31302402809825,7.561963714598753,49.40254934904319,57.74396980751164,6.5972398433735115,68.62378206036189,75.4696975789301,5.942252591946529,Normal
TXR-0130,2008,250,OFAF,Zone 2,62.80545920716754,79.77876360874346,18.58385525321115,57.951898115546236,65.37938681656095,7.890321173182045,77.24884760735854,88.79197338309172,5.086287671801317,Normal
TXR-0132,2015,100,ONAF,Zone 1,136.57059649439577,157.1361553172726,14.3127329621582,58.351091848775624,65.60115728963909,6.066886552929611,81.3406836638443,98.09407817192772,8.316135213119198,Normal
TXR-0133,2014,250,ONAF,Zone 3,37.0533070653069,52.513117172639056,11.587898028885588,63.988602621889534,73.57092521480165,4.724777978567073,84.30898887626388,91.3595598594868,9.157658451298234,Normal
TXR-0134,2015,1000,ONAF,Zone 1,41.95198786170661,193.1323639642208,57.73385249231706,51.11010783480518,60.30215410912617,5.135884222499292,63.453887764149805,79.68380883279909,8.989065814476847,Normal
TXR-0135,2012,500,OFAF,Zone 2,155.01845028400498,175.32915850181683,16.660330342199455,60.951096566277,73.26563582253294,6.831504251708474,80.36866039360042,86.172876664443,4.977929474179405,Fault
TXR-0136,2006,1000,ONAF,Zone 3,189.3812864233641,201.12875463350983,8.814721845814455,36.85897918071579,42.878450407415286,5.306632520500804,27.598779448556854,39.20359621261851,6.684564604793348,Normal
TXR-0138,2000,500,Unknown,Zone 3,98.51339318718594,131.9130843011681,17.891643115153887,60.0187203001261,70.70593161598475,5.810242646528679,72.15916155487683,79.39937859492831,5.946137085976766,Normal
TXR-0139,2020,1000,OFAF,Zone 3,86.73105369182272,100.67566142482634,16.682559276276116,56.289976206451186,60.49494872604908,6.829734562029462,73.79782276623108,88.11026800886586,8.283475018952943,Normal
TXR-0140,2000,500,ONAF,Zone 2,54.620344843293836,63.0471189703304,9.298660488680738,54.59928065569263,59.48987899244703,5.1149953014618825,57.444995676475244,68.17581443403694,9.43549646018161,Normal
TXR-0142,2011,1000,ONAN,Zone 1,74.88070587509579,92.6894833648733,17.059138050850745,49.48747009479649,59.74750758306973,6.5194279801321775,60.924614852332674,75.37690610195241,9.194099649500023,Normal
TXR-0143,2016,1000,ONAN,Zone 2,66.63371008656378,91.58609914310676,20.018541845958676,50.34351675535618,54.8571214387275,5.286394131111752,66.64317498360319,70.81062450740765,2.935072239380768,Normal
TXR-0144,2021,1000,OFAF,Zone 2,121.51750733326337,141.78436887356847,16.69442566045995,55.53582453556058,61.40795524629159,5.283614942263392,72.38929275121217,80.92551878453776,5.66203767617768,Normal
TXR-0145,2011,100,ONAN,Zone 2,17.421362038831347,60.86837851465187,22.975112495365533,49.117468553326745,52.49869418326293,2.7264493534701764,49.92773670142902,67.82823326891437,10.134460537175292,Normal
TXR-0146,2005,100,ONAF,Zone 3,74.86775945171698,90.40977228479636,10.475772715168173,59.00545101875747,65.7249232290519,4.214851710226631,76.94138804109451,93.26169968863128,10.345309256570104,Fault
TXR-0147,2017,1000,ONAN,Zone 1,136.52165822808783,162.3805383426368,17.418786798807687,55.40196186816424,62.62562420342206,5.683774907151936,73.19099024534059,90.9456188866462,10.169062601815096,Normal
TXR-0148,2004,100,ONAF,Zone 1,112.13453678473718,120.01194114266112,7.1735529255915855,48.70132067464168,49.9169871129188,0.8517929523821667,49.50494051781827,58.902145255485074,7.487046576182228,Normal
TXR-0149,2012,250,OFAF,Zone 2,11.587332106540922,28.522254038591,11.414244237085425,54.9585559974449,62.66662622212503,3.7593040960836994,81.4912243522815,92.09085362988311,6.695483473209521,Normal
TXR-0150,2002,500,OFAF,Zone 2,103.72291636979158,124.015916984747,23.88506909085777,61.2300054766862,69.16462347246254,5.508658430128736,74.08447841940944,81.74950877394618,4.472294935772379,Normal
TXR-0151,2004,250,ONAN,Zone 1,49.57654088422727,65.40236902773323,11.902026407837104,65.82489024935691,72.40025660808743,6.089743633091399,81.6982431730134,94.64046757759888,5.145799150703371,Normal
TXR-0152,2015,250,OFAF,Zone 2,120.74008866408899,149.08618951487347,20.06153090908201,33.48636840487772,37.21184928326111,4.71237039764951,34.16669651655057,50.23983009981405,7.796306760106007,Normal
TXR-0153,2015,250,ONAF,Zone 1,192.01439007321682,443.4509581935122,90.88214033134875,57.581294548154666,63.26559962144057,4.761699606125098,73.84632545976322,81.70522582184682,6.327677770141134,Fault
TXR-0154,2011,1000,ONAN,Zone 2,128.99037322005762,311.3004789624539,74.25093973456498,63.62811159480523,70.23210610721156,4.54708201229577,87.80338057016162,97.6825532060396,6.665522015440042,Fault
TXR-0155,2015,1000,ONAF,Zone 1,41.40934747075574,69.296307700258,18.087777241212077,44.831087211719684,48.09062527115682,3.986132798603397,53.706504120100476,64.57681137835613,8.468617438062468,Normal
TXR-0156,2019,500,ONAF,Zone 2,46.87032733865531,67.2856469162364,19.432543681105102,45.07730636320965,55.25360476801025,5.628562599663383,49.65225904402815,61.69401811329811,9.487965298348433,Normal
TXR-0157,2007,100,OFAF,Zone 1,124.26104648742171,139.60499911333477,12.654912825851357,58.95737482159335,70.6029423405063,7.545865695356402,72.70583658154852,83.87133361341355,8.75475024406282,Normal
