record_id,transformer_id,log_date,load_pct_of_rated
LOA-001204,TXR-0140,2024-04-09,51.39146805051422
LOA-000035,TXR-0005,2023-03-02,63.92777658456693
LOA-000880,TXR-0104,2023-08-28,58.906078224139065
LOA-001326,TXR-0154,2024-06-10,78.61651301950029
LOA-001558,TXR-0183,2023-02-15,89.45023116885325
LOA-001659,TXR-0195,2024-02-26,61.13335850002237
LOA-000198,TXR-0024,2023-10-30,70.41386622641275
LOA-000579,TXR-0067,2024-02-05,97.92537817610042
LOA-000920,TXR-0107,2023-08-08,79.5090875804751
LOA-001222,TXR-0142,2023-08-25,44.23974683286134
LOA-000107,TXR-0013,2023-04-05,57.26468287921364
LOA-001670,TXR-0196,2023-09-30,73.67251254990582
LOA-001843,TXR-0217,2023-01-30,64.90688372890209
LOA-001127,TXR-0131,2023-07-19,73.48927979636723
LOA-000320,TXR-0037,2024-04-03,
LOA-001879,TXR-0221,2024-04-04,76.14555905675117
LOA-000316,TXR-0037,2024-04-17,84.31032260889825
LOA-001662,TXR-0196,2023-01-07,63.53644056202222
LOA-000893,TXR-0105,2024-02-28,82.08343014903082
LOA-001921,TXR-0226,2023-11-14,59.04126099831612
LOA-000853,TXR-0101,2023-07-23,70.6487136206011
LOA-001910,TXR-0225,2023-03-16,85.14432506190062
LOA-000336,TXR-0039,2023-04-13,54.00965041768638
LOA-001634,TXR-0193,2023-07-29,64.15047245925892
LOA-001041,TXR-0121,2024-03-27,85.47778095725114
LOA-001887,TXR-0223,2023-08-07,51.929018657119926
LOA-000055,TXR-0007,2023-05-25,58.91000643082598
LOA-001679,TXR-0198,2024-03-21,67.34923775946926
LOA-000947,TXR-0111,2023-06-04,83.5455578534052
LOA-001020,TXR-0119,2023-12-06,78.8511854713411
LOA-001880,TXR-0222,2023-11-25,96.08555586638508
LOA-001955,TXR-0230,2023-07-02,83.23059294105204
LOA-000988,TXR-0115,2023-04-18,85.8381474448442
LOA-000475,TXR-0054,2023-03-08,55.61696525714697
LOA-000819,TXR-0097,2023-04-03,79.88427286507059
LOA-001845,TXR-0218,2023-02-07,65.18664539223714
LOA-001487,TXR-0173,2023-06-08,59.67022871606687
LOA-000809,TXR-0095,2023-08-29,40.5166299400465
LOA-001270,TXR-0147,2023-04-18,67.99536197026394
LOA-001716,TXR-0202,2024-06-04,61.53957709794658
LOA-001066,TXR-0125,2023-03-27,76.17482272688596
LOA-000365,TXR-0042,2023-07-07,66.25434381927366
LOA-001287,TXR-0149,2024-04-13,76.18706580952112
LOA-000151,TXR-0019,2023-05-09,73.94902155806125
LOA-000397,TXR-0045,2023-11-09,75.5731145061157
LOA-000783,TXR-0091,2024-01-10,86.20878295292
LOA-000424,TXR-0048,2023-08-28,70.8323923650936
LOA-000982,TXR-0114,2023-08-26,77.20685780490783
LOA-001380,TXR-0160,2023-03-17,71.1515046533151
LOA-000379,TXR-0043,2024-03-16,70.26410426645133
LOA-001536,TXR-0179,2024-02-12,60.08836209164258
LOA-000837,TXR-0099,2023-04-03,46.0456818415293
LOA-000090,TXR-0011,2023-01-16,58.22466309217542
LOA-001471,TXR-0172,2023-05-05,56.35109312963069
LOA-000229,TXR-0027,2023-04-27,63.06554367807928
LOA-001385,TXR-0161,2023-11-06,61.42350015809025
LOA-000370,TXR-0043,2024-04-27,53.05797580933498
LOA-001165,TXR-0136,2023-04-20,39.20359621261851
LOA-000318,TXR-0037,2024-03-17,83.49980052641723
LOA-000399,TXR-0046,2023-05-27,62.844653891144524
LOA-000592,TXR-0069,2023-08-23,71.41488313426945
LOA-001618,TXR-0190,2023-08-18,44.92009903006513
LOA-001451,TXR-0169,2023-05-25,79.22756975769057
LOA-001435,TXR-0166,2024-03-25,54.361453563150356
LOA-001100,TXR-0129,2024-03-04,72.72051793510148
LOA-001954,TXR-0230,2024-02-17,87.36316886229666
LOA-000820,TXR-0097,2023-11-17,74.96912525712497
LOA-000416,TXR-0047,2023-04-23,90.92074351461366
LOA-001431,TXR-0166,2023-09-28,54.849250134149855
LOA-001231,TXR-0143,2024-03-20,62.97560543292416
LOA-001257,TXR-0146,2023-12-14,75.9251604690287
LOA-000333,TXR-0038,2023-07-25,54.353828916226824
LOA-000057,TXR-0007,2024-02-29,75.34995028071364
LOA-000235,TXR-0027,2023-03-23,74.23795513434972
LOA-000237,TXR-0028,2023-11-29,72.19506993859217
LOA-001474,TXR-0172,2023-06-18,69.59415247128656
LOA-000655,TXR-0076,2023-11-12,75.24864256171765
LOA-001580,TXR-0186,2024-01-12,72.61721014247007
LOA-001417,TXR-0164,2024-02-05,60.973824678165016
LOA-001093,TXR-0128,2023-10-30,63.89365313419895
LOA-000039,TXR-0006,2023-12-27,29.944073057733068
LOA-001808,TXR-0213,2023-05-11,85.23769593389177
LOA-000828,TXR-0098,2024-03-23,86.97782509862333
LOA-001894,TXR-0223,2024-01-16,56.533732689562
LOA-000401,TXR-0046,2024-01-19,
LOA-001157,TXR-0135,2023-08-03,86.172876664443
LOA-000036,TXR-0005,2024-06-11,63.13063462643468
LOA-000272,TXR-0031,2024-02-03,51.41136584936693
LOA-000630,TXR-0073,2023-10-11,
LOA-001464,TXR-0171,2023-07-15,60.444760668003404
LOA-000772,TXR-0091,2023-03-28,67.0734428952365
LOA-000308,TXR-0035,2024-03-30,46.204509500623175
LOA-001556,TXR-0183,2023-10-16,79.6572146837172
LOA-001107,TXR-0130,2024-05-08,80.11832156419595
LOA-000850,TXR-0100,2024-04-30,74.24181902845321
LOA-000171,TXR-0021,2023-04-15,79.23698232056793
LOA-000721,TXR-0083,2024-06-16,80.26612900650021
LOA-000508,TXR-0059,2023-03-13,59.33447986606351
LOA-000326,TXR-0038,2023-08-08,48.852667068524376
LOA-001923,TXR-0226,2023-09-16,80.87481742276842
LOA-000799,TXR-0093,2023-03-24,98.93917401885705
LOA-000959,TXR-0112,2024-04-26,86.00490085280727
LOA-000873,TXR-0103,2024-06-07,34.429051749526366
LOA-000428,TXR-0049,2023-09-23,49.43187320757131
LOA-001649,TXR-0194,2023-02-24,79.4701405358593
LOA-001761,TXR-0207,2023-09-07,72.29833088073195
LOA-000904,TXR-0106,2023-03-31,72.60339082417913
LOA-001620,TXR-0190,2024-02-24,51.74290722419066
LOA-001037,TXR-0121,2023-04-02,79.11208568483215
LOA-001697,TXR-0200,2023-09-28,48.05717191463739
LOA-000092,TXR-0011,2024-05-04,55.20529975430281
LOA-001744,TXR-0206,2023-04-10,
LOA-001512,TXR-0176,2023-06-29,72.52947637375628
LOA-001153,TXR-0134,2023-05-01,65.15606045816408
LOA-001065,TXR-0124,2023-07-01,54.02043619394694
LOA-000094,TXR-0011,2024-03-01,53.99773596154215
LOA-001678,TXR-0198,2024-01-20,59.995222935360786
LOA-000912,TXR-0107,2023-04-13,65.87577923945236
LOA-000244,TXR-0028,2024-04-04,80.31237187330633
LOA-001432,TXR-0166,2023-02-19,71.98861465445516
LOA-001689,TXR-0199,2024-04-21,54.77752651803592
LOA-001413,TXR-0164,2023-08-07,68.77851306024046
LOA-000366,TXR-0042,2023-07-26,73.02205239251695
LOA-000431,TXR-0049,2024-03-06,68.48847035032524
LOA-000274,TXR-0032,2023-03-02,72.84247922195411
LOA-001063,TXR-0124,2023-06-01,51.48288176092615
LOA-001286,TXR-0149,2023-10-26,92.09085362988313
LOA-000694,TXR-0080,2024-01-27,67.30882214088898
LOA-000977,TXR-0114,2023-08-28,82.58641476111276
LOA-000108,TXR-0013,2023-01-27,48.45580313767958
LOA-001737,TXR-0205,2024-02-15,42.38577043959605
LOA-001254,TXR-0145,2024-01-10,67.82823326891437
LOA-001897,TXR-0223,2023-02-01,66.46253472618307
LOA-001140,TXR-0133,2024-05-23,91.3595598594868
LOA-000645,TXR-0075,2024-06-21,53.86728213794694
LOA-001884,TXR-0222,2023-03-06,
LOA-001298,TXR-0151,2024-01-19,76.24821509527067
LOA-001340,TXR-0157,2023-02-16,56.364973734984815
LOA-001960,TXR-0231,2023-06-05,58.40090396525345
LOA-000211,TXR-0025,2024-05-12,50.945312572696736
LOA-000833,TXR-0098,2024-06-10,66.55216783305974
LOA-001522,TXR-0178,2023-06-02,65.0484671382666
LOA-001486,TXR-0173,2023-12-26,66.10444822594081
LOA-000374,TXR-0043,2024-01-06,57.446512118659456
LOA-001712,TXR-0202,2023-11-02,70.5666488229267
LOA-000505,TXR-0059,2024-01-18,72.4340194785453
LOA-000474,TXR-0054,2023-08-28,32.325588329268236
LOA-001378,TXR-0160,2023-09-15,74.18497449213119
LOA-001139,TXR-0132,2024-06-10,80.26087439736308
LOA-001677,TXR-0198,2023-06-11,82.3725727159294
LOA-000805,TXR-0094,2023-12-27,73.24118572362082
LOA-001296,TXR-0151,2024-04-16,81.89563290068966
LOA-000801,TXR-0094,2023-07-18,66.50758038517462
LOA-000879,TXR-0104,2023-10-14,71.7859778624207
LOA-000185,TXR-0023,2023-07-10,78.75589161656445
LOA-000450,TXR-0051,2023-04-01,81.06346727828222
LOA-000824,TXR-0097,2023-07-25,91.07073536573955
LOA-001406,TXR-0163,2023-06-18,45.41596971487063
LOA-000134,TXR-0017,2023-04-25,80.19376331102677
LOA-000479,TXR-0055,2023-11-02,64.886032925763
LOA-001915,TXR-0226,2023-07-30,75.35013272940098
LOA-001062,TXR-0124,2024-05-13,57.33423533355996
LOA-000910,TXR-0107,2024-05-14,56.30043995919544
LOA-000598,TXR-0069,2023-06-15,79.70549400766335
LOA-001739,TXR-0205,2024-06-20,43.788166962860494
LOA-000114,TXR-0013,2023-03-25,56.32275301351869
LOA-000196,TXR-0024,2023-01-18,71.1113965760025
LOA-001055,TXR-0123,2024-05-07,66.806095683183
LOA-001328,TXR-0155,2023-06-29,42.58081168555097
LOA-001156,TXR-0135,2023-11-10,78.65064012489498
LOA-000969,TXR-0113,2023-06-28,83.52957104730154
LOA-000738,TXR-0086,2023-06-26,71.728871683653
LOA-001599,TXR-0188,2023-10-02,64.81264900799138
LOA-000079,TXR-0010,2023-11-13,62.911545639962355
LOA-000100,TXR-0012,2024-03-27,59.426733860674176
LOA-000121,TXR-0015,2023-07-11,59.97405886758466
LOA-000454,TXR-0051,2023-01-12,86.32950561889447
LOA-001330,TXR-0155,2023-07-17,64.57681137835613
LOA-001791,TXR-0211,2024-01-03,55.7535781670931
LOA-000696,TXR-0081,2023-03-31,81.56900363411947
LOA-001872,TXR-0221,2023-01-27,95.10528579915638
LOA-001608,TXR-0189,2024-03-26,86.85413882673933
LOA-000283,TXR-0033,2024-04-09,66.38788864678511
LOA-001811,TXR-0214,2023-12-20,70.16576286864445
LOA-000139,TXR-0017,2023-05-03,
LOA-000184,TXR-0023,2024-03-08,70.43043229453063
LOA-000566,TXR-0065,2024-03-07,62.49702823459847
LOA-000084,TXR-0010,2023-06-21,44.08295852693798
LOA-000000,TXR-0001,2023-03-16,100.06614543993564
LOA-001146,TXR-0134,2023-03-27,45.34830138616186
LOA-001125,TXR-0131,2023-11-08,69.16708392065088
LOA-001419,TXR-0165,2024-01-04,96.37363436075702
LOA-000708,TXR-0082,2024-04-18,65.0136686732657
LOA-001179,TXR-0137,2023-04-21,101.67267475289925
LOA-001668,TXR-0196,2023-07-09,71.65965321463824
LOA-001171,TXR-0137,2024-06-15,97.36476978546547
LOA-000030,TXR-0004,2024-01-10,62.06974562571496
LOA-000439,TXR-0050,2023-11-16,66.78558487136192
LOA-000042,TXR-0006,2023-06-17,48.799982838959316
LOA-000183,TXR-0023,2023-06-20,70.47736034993595
LOA-000979,TXR-0114,2023-03-06,63.08397319036513
LOA-000270,TXR-0031,2024-06-16,52.834577433383544
LOA-001341,TXR-0157,2024-04-07,67.38900057459676
LOA-001515,TXR-0177,2024-02-01,64.26759097726097
LOA-000010,TXR-0002,2024-03-21,70.50335179333173
LOA-000576,TXR-0067,2023-08-28,99.63770999685794
LOA-000337,TXR-0039,2024-01-07,56.16851399979375
LOA-000615,TXR-0072,2023-06-17,53.37612389317622
LOA-000658,TXR-0077,2023-01-30,73.10804171450002
LOA-000975,TXR-0113,2024-06-30,89.85188275297048
LOA-001596,TXR-0187,2024-03-02,85.05652346264516
LOA-001439,TXR-0167,2024-02-04,84.34749703091197
LOA-001584,TXR-0186,2023-05-25,
LOA-000883,TXR-0104,2023-07-03,49.9784204672859
LOA-000860,TXR-0101,2024-04-25,69.61837045201975
LOA-001124,TXR-0131,2023-07-06,
LOA-000359,TXR-0042,2023-11-13,65.27100841929419
LOA-001657,TXR-0195,2024-06-10,63.34083713633418
LOA-001080,TXR-0127,2023-10-31,74.1649866617401
LOA-000719,TXR-0083,2023-08-29,88.78642711142331
LOA-000287,TXR-0033,2023-07-16,67.46857595502541
LOA-001683,TXR-0198,2024-05-24,84.83412403433297
LOA-001563,TXR-0184,2023-06-25,58.36886380828445
LOA-001147,TXR-0134,2023-08-25,66.90812413249365
LOA-000465,TXR-0053,2024-04-24,58.15207892949037
LOA-001871,TXR-0221,2023-08-13,73.81236599771056
LOA-001347,TXR-0157,2023-02-07,74.06661949599838
LOA-000881,TXR-0104,2023-01-05,74.51187240888297
LOA-000760,TXR-0089,2023-11-27,88.73724703199393
LOA-001775,TXR-0209,2024-02-03,80.43522437443406
LOA-001384,TXR-0161,2023-11-19,63.27050221832394
LOA-001948,TXR-0229,2023-06-29,89.40977890428313
LOA-001083,TXR-0127,2023-01-25,65.2839330713956
LOA-001416,TXR-0164,2024-06-26,64.27045468314914
LOA-000400,TXR-0046,2024-02-15,
LOA-001229,TXR-0143,2024-04-05,66.3375661460292
LOA-001271,TXR-0147,2023-12-25,69.89241765367086
LOA-000352,TXR-0041,2024-06-11,83.77628883369925
LOA-000122,TXR-0015,2024-01-15,51.49988601087551
LOA-001217,TXR-0142,2023-11-16,65.10757255430933
LOA-000481,TXR-0055,2023-06-29,76.93688877643734
LOA-001829,TXR-0216,2023-05-26,78.92081271753018
LOA-000078,TXR-0009,2024-03-22,65.9683716257382
LOA-000355,TXR-0041,2023-09-23,66.58419419499799
LOA-000913,TXR-0107,2023-01-15,90.2596078139818
LOA-001885,TXR-0222,2024-01-16,90.42456916907439
LOA-000488,TXR-0056,2024-01-25,68.45208978075692
LOA-000041,TXR-0006,2024-01-15,45.29709055278513
LOA-000711,TXR-0082,2023-07-23,60.308860233654045
LOA-000157,TXR-0019,2024-01-27,54.578945768669584
LOA-000555,TXR-0064,2024-06-22,78.16686656309827
LOA-000189,TXR-0023,2023-05-16,68.15747199227712
LOA-000531,TXR-0061,2023-06-18,74.35734456869905
LOA-001873,TXR-0221,2023-08-25,88.2544426211263
LOA-001557,TXR-0183,2024-05-21,90.60626350753495
LOA-000974,TXR-0113,2024-04-01,74.71353870969023
LOA-001503,TXR-0175,2024-02-18,90.42911368184315
LOA-001211,TXR-0141,2023-05-11,86.3460100394425
LOA-001375,TXR-0160,2023-05-18,74.73276820517258
LOA-000227,TXR-0027,2023-11-27,70.33481467863139
LOA-000023,TXR-0004,2023-07-10,35.89730646494615
LOA-001321,TXR-0153,2023-04-06,77.63759016346981
LOA-001906,TXR-0225,2023-04-07,66.08504630405758
LOA-000222,TXR-0026,2023-08-29,61.62407877218362
LOA-001194,TXR-0139,2024-03-08,84.9501309799737
LOA-000476,TXR-0054,2023-02-11,44.78042435596029
LOA-000154,TXR-0019,2023-01-11,58.338095183854286
LOA-001448,TXR-0168,2024-04-15,77.23753552791986
LOA-001295,TXR-0150,2023-01-20,72.32564512991857
LOA-000432,TXR-0049,2023-05-13,53.98965653234653
LOA-001459,TXR-0170,2023-03-15,73.61679848437576
LOA-000928,TXR-0109,2023-08-03,58.53738623714084
LOA-000553,TXR-0063,2023-04-15,87.35328836562688
LOA-000467,TXR-0053,2023-07-19,74.98741462743111
LOA-000986,TXR-0115,2024-06-20,101.47629489504448
LOA-000898,TXR-0106,2023-03-28,76.53529868298253
LOA-001477,TXR-0172,2023-06-20,53.53640195922979
LOA-000504,TXR-0059,2024-06-25,53.669364247034096
LOA-001030,TXR-0120,2023-04-29,74.55739810105308
LOA-000438,TXR-0050,2023-05-31,78.54904959060093
LOA-000541,TXR-0062,2024-03-23,87.56550382310412
LOA-001617,TXR-0190,2024-03-14,60.85520603225577
LOA-000104,TXR-0012,2023-12-31,69.44073720626425
LOA-001597,TXR-0187,2023-08-08,85.83821912269153
LOA-000736,TXR-0086,2023-09-22,73.75287223485853
LOA-000098,TXR-0012,2024-01-13,64.81246444335308
LOA-001000,TXR-0116,2023-03-02,76.68606507834596
LOA-001220,TXR-0142,2024-06-19,54.67081732842605
LOA-001483,TXR-0173,2023-02-08,69.46876429992471
LOA-001682,TXR-0198,2024-02-29,74.51178718030258
LOA-000091,TXR-0011,2023-08-19,58.52640577487944
LOA-000588,TXR-0068,2023-09-02,40.45174894787976
LOA-000798,TXR-0093,2023-06-22,88.72333909958522
LOA-000681,TXR-0079,2023-03-25,55.26476624653233
LOA-001085,TXR-0127,2024-06-05,75.68455471591464
LOA-001327,TXR-0154,2023-02-04,87.46192381454709
LOA-001740,TXR-0205,2024-01-11,33.40878107840907
LOA-000214,TXR-0025,2024-01-06,66.83752923863435
LOA-000911,TXR-0107,2024-01-23,57.09282036510125
LOA-001388,TXR-0162,2024-05-17,58.1300977105607
LOA-001800,TXR-0213,2023-06-28,70.04461350603567
LOA-000888,TXR-0104,2023-01-27,63.11261227569093
LOA-000565,TXR-0065,2023-11-15,68.77277299589348
LOA-000378,TXR-0043,2023-11-14,56.321005504366966
LOA-000594,TXR-0069,2023-04-07,84.48637548136482
LOA-000770,TXR-0090,2024-05-11,77.7278255639593
LOA-000953,TXR-0111,2023-12-04,92.72908454752627
LOA-000851,TXR-0100,2023-02-24,92.69415828944005
LOA-000525,TXR-0061,2024-04-19,47.86160819436332
LOA-000776,TXR-0091,2024-04-27,99.68647556973565
LOA-001404,TXR-0163,2023-10-15,32.078971016033236
LOA-001753,TXR-0206,2023-12-06,50.52295571006513
LOA-000544,TXR-0063,2023-12-01,84.45058148267597
LOA-001521,TXR-0177,2023-11-17,75.8086285939616
LOA-001708,TXR-0202,2023-09-23,64.30214484802448
LOA-000739,TXR-0086,2023-11-06,78.01851481556398
LOA-001263,TXR-0147,2023-12-22,74.07326259233619
LOA-000520,TXR-0060,2023-06-22,57.93413858384737
LOA-001641,TXR-0193,2024-01-23,60.70585607325887
LOA-000304,TXR-0035,2023-10-31,69.1538268550761
LOA-000095,TXR-0011,2023-03-28,56.30027669543063
LOA-001518,TXR-0177,2024-04-23,68.71625903453983
LOA-000373,TXR-0043,2023-11-02,61.08534198897101
LOA-000775,TXR-0091,2023-01-08,76.59200227149053
LOA-001011,TXR-0118,2023-11-21,63.48828742356495
LOA-001870,TXR-0221,2023-02-05,74.92513431086158
LOA-000669,TXR-0078,2023-09-17,63.641124436296906
LOA-001035,TXR-0121,2023-08-28,99.14168856580466
LOA-001068,TXR-0125,2023-09-25,66.96155668462936
LOA-001777,TXR-0209,2023-08-11,78.1688626716152
LOA-000443,TXR-0050,2023-08-27,64.05893912725043
LOA-001860,TXR-0219,2023-08-04,43.108979125325746
LOA-000989,TXR-0115,2023-08-21,98.87587519201126
LOA-000213,TXR-0025,2024-06-19,68.00227082131431
LOA-001260,TXR-0146,2023-10-14,92.81534577971709
LOA-000499,TXR-0058,2023-08-13,46.14017899979916
LOA-000631,TXR-0074,2023-04-03,75.2502855569965
LOA-001966,TXR-0231,2023-01-08,56.69900495878792
LOA-000841,TXR-0100,2024-03-08,74.87806539185686
LOA-000147,TXR-0018,2024-06-08,
LOA-001799,TXR-0213,2024-01-03,77.55346294741868
LOA-000119,TXR-0014,2023-07-10,77.47263504797252
LOA-000722,TXR-0083,2023-12-26,77.5237956075209
LOA-000856,TXR-0101,2023-10-07,54.83277534433934
LOA-000846,TXR-0100,2023-07-20,89.10545745652682
LOA-000788,TXR-0092,2023-07-28,53.529003651286956
LOA-001918,TXR-0226,2023-02-02,59.97075368717942
LOA-000263,TXR-0030,2023-08-07,66.18147616550668
LOA-001468,TXR-0171,2024-02-03,61.79709085662218
LOA-000551,TXR-0063,2023-05-25,82.32346704752872
LOA-001209,TXR-0141,2023-01-04,91.16341478243362
LOA-000024,TXR-0004,2023-03-06,47.41984373585787
LOA-000614,TXR-0071,2023-10-01,77.86447480224105
LOA-000202,TXR-0024,2023-03-23,71.54031767445868
LOA-001098,TXR-0129,2023-11-16,58.954675730837124
LOA-001783,TXR-0210,2024-03-30,81.70760296935975
LOA-000797,TXR-0093,2023-07-09,77.63485893337382
LOA-000684,TXR-0080,2024-03-27,63.169467322095656
LOA-000254,TXR-0029,2024-01-08,72.43501380527046
LOA-001602,TXR-0188,2023-08-30,51.130881029123195
LOA-000482,TXR-0055,2023-11-16,67.87999856054611
LOA-000688,TXR-0080,2024-01-17,70.35983062267273
LOA-000430,TXR-0049,2024-01-12,68.57501391266545
LOA-000129,TXR-0016,2024-04-23,80.34714863740359
LOA-000118,TXR-0014,2023-01-15,84.50465321803789
LOA-001007,TXR-0117,2024-05-23,79.66672840368382
LOA-001082,TXR-0127,2024-04-22,71.75229565832815
LOA-001475,TXR-0172,2024-03-02,61.55699010876335
LOA-001120,TXR-0131,2023-12-18,74.56145565333038
LOA-001267,TXR-0147,2023-01-26,77.25368637734537
LOA-001446,TXR-0168,2023-05-26,75.7144705862252
LOA-001306,TXR-0152,2023-07-30,40.04960876971447
LOA-000289,TXR-0033,2023-06-14,57.86400613801942
LOA-000259,TXR-0030,2023-07-11,75.01132474781174
LOA-001913,TXR-0225,2023-10-22,79.66255892428752
LOA-001594,TXR-0187,2024-01-27,85.67153143917858
LOA-000528,TXR-0061,2023-06-19,62.80930862919278
LOA-000033,TXR-0005,2023-06-29,48.693032362260915
LOA-000300,TXR-0034,2023-12-11,70.25640603583969
LOA-001228,TXR-0143,2023-05-28,68.91748590691003
LOA-000589,TXR-0069,2024-02-28,77.4872798847988
LOA-000838,TXR-0099,2024-06-02,56.864045216875724
LOA-000435,TXR-0050,2024-04-17,55.67671282754934
LOA-000703,TXR-0081,2024-02-24,88.42349675682632
LOA-000871,TXR-0102,2023-10-16,96.41311215507069
LOA-001320,TXR-0153,2023-03-17,67.43278875736222
LOA-000948,TXR-0111,2023-02-04,95.55399684044653
LOA-000133,TXR-0017,2024-04-20,84.22535116828021
LOA-001126,TXR-0131,2023-12-22,84.9047631740167
LOA-001353,TXR-0158,2023-02-22,83.28340829717432
LOA-001622,TXR-0190,2023-02-19,63.008093441461185
LOA-000016,TXR-0002,2023-11-06,71.61299851102834
LOA-000103,TXR-0012,2023-09-06,74.72664358131067
LOA-001889,TXR-0223,2023-09-20,52.64341391383617
LOA-000390,TXR-0044,2023-05-02,61.29441416409536
LOA-000501,TXR-0058,2024-05-01,50.55437294105969
LOA-001559,TXR-0183,2024-01-11,88.81388536970837
LOA-000516,TXR-0060,2024-01-19,63.58337306625183
LOA-001381,TXR-0160,2024-03-11,64.08277488952602
LOA-000207,TXR-0025,2023-02-14,59.80853536994897
LOA-000032,TXR-0004,2023-07-31,51.86555411595334
LOA-000137,TXR-0017,2023-09-23,76.58996560193802
LOA-000689,TXR-0080,2024-01-09,61.054418336749166
LOA-000967,TXR-0113,2024-04-26,74.9790855801468
LOA-001930,TXR-0227,2024-01-26,76.7216331215701
LOA-000608,TXR-0071,2024-06-25,75.49397894069992
LOA-001619,TXR-0190,2023-05-17,
LOA-001312,TXR-0152,2024-01-17,28.45421330800354
LOA-001237,TXR-0144,2023-11-14,64.13408509041354
LOA-000746,TXR-0087,2023-12-17,79.26853300864447
LOA-001570,TXR-0184,2023-04-18,78.9184603843466
LOA-000678,TXR-0078,2023-03-21,51.84409787927997
LOA-001731,TXR-0204,2023-07-03,82.68900586368815
LOA-001160,TXR-0135,2024-04-11,82.09102454499917
LOA-001809,TXR-0214,2023-04-23,49.21447094562349
LOA-001402,TXR-0163,2024-05-10,
LOA-001405,TXR-0163,2023-12-23,26.381945477183038
LOA-001472,TXR-0172,2023-05-19,62.616893641127476
LOA-001075,TXR-0126,2023-10-06,79.46173709544226
LOA-001771,TXR-0209,2024-01-05,85.59853655272735
LOA-001169,TXR-0137,2024-01-14,86.41669647781119
LOA-001817,TXR-0214,2023-11-22,61.45283630191847
LOA-000159,TXR-0020,2023-04-13,55.88437333913584
LOA-000242,TXR-0028,2023-03-06,82.42198925715026
LOA-000444,TXR-0051,2023-10-30,72.3732882723113
LOA-001797,TXR-0212,2024-04-04,72.29260642943811
LOA-001963,TXR-0231,2023-11-03,56.19370815142791
LOA-000972,TXR-0113,2024-05-25,77.38907654478342
LOA-001273,TXR-0147,2023-02-13,71.165967425938
LOA-001430,TXR-0166,2024-06-23,52.7575711232564
LOA-001426,TXR-0166,2024-01-07,62.172899072550294
LOA-001588,TXR-0186,2024-02-15,71.29968515152282
LOA-000377,TXR-0043,2023-12-10,38.49223574774012
LOA-000120,TXR-0015,2023-03-03,66.00755462491516
LOA-001350,TXR-0157,2023-10-05,75.87193244451751
LOA-000291,TXR-0033,2023-09-22,68.1502836270517
LOA-001640,TXR-0193,2023-03-21,85.61911789917804
LOA-000168,TXR-0021,2024-03-24,62.83568933210351
LOA-001612,TXR-0190,2023-08-08,59.42074253538922
