record_id,transformer_id,reading_date,dissolved_gas_ppm,oil_temp_c
OIL-000615,TXR-0090,2023-10-20,84.90253384053959,60.37702169603189
OIL-001459,TXR-0213,2024-05-06,0.0,61.89572714705761
OIL-000610,TXR-0090,2023-08-20,91.26245588663352,60.376365936437324
OIL-000346,TXR-0055,2024-02-05,117.3837620116545,56.46396916654845
OIL-000506,TXR-0075,2024-05-08,98.34256083427827,57.99651285188147
OIL-001089,TXR-0159,2024-05-27,105.20629072646052,53.63202645889666
OIL-000499,TXR-0074,2024-03-08,76.8378039368308,43.47481299735421
OIL-001182,TXR-0172,2024-05-08,100.96735310991245,58.27240589232996
OIL-001573,TXR-0229,2023-11-01,34.33357308355963,60.051391435926035
OIL-000424,TXR-0065,2023-05-14,63.90934210403179,43.119560438860276
OIL-000459,TXR-0069,2023-01-12,100.46274412665174,50.8916294158351
OIL-000805,TXR-0118,2024-04-06,84.77719116885464,61.33365555519249
OIL-001340,TXR-0195,2023-01-11,24.584296072328222,57.39801239765781
OIL-000256,TXR-0041,2023-06-30,159.621140750143,62.89372841944574
OIL-001411,TXR-0206,2024-03-20,105.79883269327256,50.1557603755772
OIL-001399,TXR-0204,2023-09-02,188.04725319500733,53.80225924046364
OIL-001266,TXR-0184,2023-12-20,95.71221356249808,47.96498427724554
OIL-001286,TXR-0188,2024-03-20,61.27792861364687,51.761739619042906
OIL-000579,TXR-0085,2024-01-25,57.28890854452104,68.02119590049298
OIL-000300,TXR-0047,2024-01-09,56.529061355105156,82.63061936934281
OIL-000344,TXR-0054,2024-05-28,45.75219261548581,42.06653136050717
OIL-000293,TXR-0047,2023-09-29,49.24659223339624,60.385736172879234
OIL-000703,TXR-0104,2024-05-09,57.243476179759554,47.16137863028338
OIL-000075,TXR-0012,2023-06-10,55.6912946870803,43.0020441521048
OIL-000737,TXR-0108,2024-03-27,144.07025652562987,56.84445740983643
OIL-001184,TXR-0172,2024-01-15,109.97171173840376,63.41952678900189
OIL-000288,TXR-0046,2024-01-19,74.21404675891003,58.07191712295365
OIL-001511,TXR-0220,2023-09-03,40.79692662772899,64.89749090583233
OIL-000883,TXR-0128,2024-03-16,60.169204630372704,53.91512892818277
OIL-000391,TXR-0060,2024-04-02,403.38275280853526,53.97069127937555
OIL-000593,TXR-0087,2024-03-09,67.06210235779733,59.70975211144692
OIL-000474,TXR-0070,2024-03-03,119.79518915557586,62.588380555856226
OIL-001445,TXR-0211,2024-04-13,120.28474776912958,50.012751207991144
OIL-001066,TXR-0156,2024-05-18,67.2856469162364,46.67000590061262
OIL-000853,TXR-0124,2023-06-23,115.6708399467207,54.57098489391568
OIL-001108,TXR-0161,2023-08-14,103.56975084127903,55.669520743884576
OIL-000198,TXR-0031,2023-01-22,81.57048149807108,47.10796169769602
OIL-001537,TXR-0225,2023-10-03,14.143936158922763,53.70357405819296
OIL-000839,TXR-0123,2024-05-17,80.54050719850305,45.60706611292534
OIL-001525,TXR-0223,2023-06-20,98.71718101900026,50.7834780830682
OIL-001386,TXR-0201,2024-05-03,51.517760329244595,53.968116201668515
OIL-000235,TXR-0038,2023-03-06,82.94357904629976,53.57757429016389
OIL-000642,TXR-0095,2023-09-25,57.02683742529716,49.125602545731425
OIL-000517,TXR-0077,2023-11-08,210.5563147324674,49.33244327075957
OIL-000199,TXR-0031,2023-01-07,75.00902807952103,43.0814342532766
OIL-000475,TXR-0071,2023-03-15,42.16790574613641,70.58312878881462
OIL-000144,TXR-0023,2024-01-11,42.02248740446324,61.624800808975984
OIL-000981,TXR-0142,2023-05-07,46.39453837377074,52.8841136403937
OIL-001165,TXR-0170,2023-06-13,64.97807385710306,57.2556591479871
OIL-001336,TXR-0195,2023-11-20,69.94906530078994,44.86672484968503
OIL-000726,TXR-0106,2023-01-24,130.78236497656445,54.5279513118543
OIL-000813,TXR-0119,2023-08-02,85.70061129980276,54.250323142746936
OIL-000677,TXR-0099,2024-05-07,138.25676393944082,42.869605215266915
OIL-000999,TXR-0145,2023-11-12,8.576345157567303,50.60803755727807
OIL-001582,TXR-0230,2024-01-03,84.10490626232954,58.10978342405477
OIL-001200,TXR-0175,2023-11-27,53.570808995044146,66.9950915308872
OIL-000451,TXR-0068,2023-03-24,122.7516857829418,34.551983840008575
OIL-000959,TXR-0138,2024-02-22,90.9925667515999,59.745037035186996
OIL-000479,TXR-0071,2024-06-09,257.3945143612772,48.54174552710624
OIL-001152,TXR-0167,2024-03-12,99.36925289280599,51.72033068286023
OIL-000764,TXR-0112,2023-05-27,66.58733818203244,63.8713996489604
OIL-000884,TXR-0128,2023-06-14,103.71468229559203,45.63558390473423
OIL-001145,TXR-0166,2024-01-21,160.94521406978802,44.18807959852505
OIL-001260,TXR-0184,2024-02-29,96.20305418724755,54.660134134022286
OIL-001574,TXR-0229,2024-01-19,43.27435704021288,61.95842330957784
OIL-001019,TXR-0148,2023-06-04,120.01194114266112,48.484550432574835
OIL-001484,TXR-0216,2023-02-10,116.98763053917368,52.78246955625567
OIL-000076,TXR-0013,2023-03-30,138.07556656280167,45.634050762348615
OIL-000248,TXR-0040,2024-01-07,150.95115535291228,57.49668585528993
OIL-000787,TXR-0115,2023-12-10,99.14990332635145,68.73523635301132
OIL-000887,TXR-0128,2024-01-17,80.08214130173036,56.595094145371284
OIL-001339,TXR-0195,2023-07-24,48.378882112087496,50.99278024957892
OIL-000797,TXR-0117,2024-02-26,125.7956571710563,53.98335348971084
OIL-001407,TXR-0205,2023-09-09,147.9830344319069,35.21308989446735
OIL-000229,TXR-0037,2023-08-27,113.52409115345368,66.91483599251075
OIL-000954,TXR-0138,2023-07-01,74.7841871079656,54.555246081867615
OIL-001235,TXR-0179,2024-01-15,80.09969939329278,65.24690653399209
OIL-000486,TXR-0072,2023-09-23,96.74275406167882,47.756425571196026
OIL-001013,TXR-0147,2023-04-18,151.71444951866934,60.999239141072735
OIL-001136,TXR-0165,2023-07-23,134.36477464628416,53.39233152724896
OIL-000982,TXR-0142,2024-06-03,70.53764147208534,43.359143289830996
OIL-000142,TXR-0023,2023-06-08,62.35861656542602,62.8202856509902
OIL-000242,TXR-0039,2023-01-17,122.02979816524024,44.538159367488234
OIL-000027,TXR-0004,2023-11-29,98.49790380506876,42.55609641374618
OIL-001000,TXR-0145,2023-06-29,11.781311019211689,47.68906104685111
OIL-001305,TXR-0190,2023-10-17,48.36732611232863,39.271151757097684
OIL-001492,TXR-0218,2023-08-03,61.147518326829854,51.20660364398418
OIL-000095,TXR-0015,2023-12-25,0.0,51.86651144075093
OIL-001012,TXR-0147,2024-05-11,162.3805383426368,53.67322717507351
OIL-000724,TXR-0106,2023-02-02,148.78714960090988,52.50599038782378
OIL-001078,TXR-0157,2023-10-25,130.16509267341453,64.29778103705897
OIL-000527,TXR-0078,2023-01-29,155.22080518578147,44.906204887375516
OIL-000347,TXR-0055,2023-10-10,105.77288937015882,50.631060939746604
OIL-001123,TXR-0163,2023-06-15,27.263990118497652,48.88672177808547
OIL-001310,TXR-0191,2024-01-02,71.80061038398416,44.30526852950403
OIL-001351,TXR-0196,2023-10-01,55.851667944585024,53.93967648097379
OIL-000721,TXR-0106,2023-01-29,142.65834156796507,54.99390079269308
OIL-000290,TXR-0046,2023-05-05,90.21801134238628,46.99472293061869
OIL-001064,TXR-0155,2023-02-22,51.95340815883403,46.47308264350155
OIL-000400,TXR-0061,2023-05-19,15.982277022808468,49.88468169251213
OIL-000812,TXR-0119,2023-01-30,94.36391390948498,50.95520679000141
OIL-001329,TXR-0194,2023-09-07,370.51455301580745,59.828985134483126
OIL-001379,TXR-0200,2023-06-29,111.24518648637786,41.786726970836966
OIL-000216,TXR-0034,2023-01-31,84.18147609836288,50.195940256434945
OIL-001366,TXR-0198,2024-04-03,0.0,51.010822094260504
OIL-000066,TXR-0011,2024-04-11,80.99356475292214,46.63202071443162
OIL-000426,TXR-0065,2023-01-13,40.36761666852086,50.93056925225891
OIL-001032,TXR-0150,2024-06-26,124.015916984747,59.401680988833014
OIL-001382,TXR-0200,2023-05-01,114.0401445050095,46.70393208802152
OIL-001127,TXR-0164,2024-02-23,129.01730979040983,47.125041498509574
OIL-001077,TXR-0157,2024-02-08,139.60499911333477,48.6342497135083
OIL-001312,TXR-0192,2024-02-19,22.263530597412732,69.9490384364123
OIL-000863,TXR-0126,2023-11-15,85.5799980533693,62.37662194518013
OIL-000033,TXR-0005,2024-02-13,106.66150479132205,49.014207248268974
OIL-000547,TXR-0081,2023-09-12,103.38368678959924,69.45940850288792
OIL-000440,TXR-0067,2024-05-10,42.71350211054,62.34788822169297
OIL-001306,TXR-0190,2023-04-28,63.72308664047932,52.63681133866686
OIL-001113,TXR-0161,2024-03-23,97.05776613236593,57.5300085635854
OIL-001403,TXR-0205,2023-03-04,153.1053599620947,41.47792889102009
OIL-000636,TXR-0094,2024-02-13,0.0,49.190017061950016
OIL-001330,TXR-0194,2023-02-27,121.28059493639853,57.79235836929728
OIL-000074,TXR-0012,2023-10-26,64.18831112573172,50.43809930206941
OIL-001120,TXR-0163,2023-02-18,30.855937720929298,40.618061171806666
OIL-000261,TXR-0041,2024-01-03,140.85797159833828,60.63583087985655
OIL-001166,TXR-0170,2023-03-02,86.56934818149922,50.241900267019176
OIL-000988,TXR-0143,2024-01-28,91.04059247514978,54.35258378178242
OIL-000315,TXR-0050,2024-01-19,30.80198765201448,53.21283761045755
OIL-000020,TXR-0003,2024-04-11,121.08131021021975,57.11087189351768
OIL-000641,TXR-0095,2023-01-06,84.95278843889136,44.772031376567384
OIL-000418,TXR-0063,2023-03-06,31.011696942520906,65.00076358487279
OIL-000356,TXR-0056,2024-04-20,89.24070320356313,53.03669206886874
OIL-000038,TXR-0006,2023-08-31,48.781636587026256,38.24225520784198
OIL-000050,TXR-0008,2024-01-23,96.03346379038167,52.4211650671572
OIL-001025,TXR-0149,2023-05-22,9.441752959668456,53.412546993148354
OIL-000531,TXR-0079,2023-08-28,60.9780126009427,53.04780738999802
OIL-001195,TXR-0174,2023-09-20,100.08485474622773,56.245039739378875
OIL-000126,TXR-0020,2024-01-11,83.62647544154697,59.36472214076234
OIL-000993,TXR-0144,2024-05-18,118.51096783509419,61.36474143258462
OIL-000226,TXR-0036,2023-02-24,28.477566767555317,52.62853948876759
OIL-000806,TXR-0118,2024-01-05,74.16699007385208,62.063209848689425
OIL-000746,TXR-0109,2023-10-03,35.86870055857863,53.91389831438774
OIL-001494,TXR-0218,2023-10-13,46.98133414363593,46.406434560601305
OIL-000829,TXR-0121,2024-06-27,88.3060770746215,66.08854920708572
OIL-001210,TXR-0176,2024-02-11,127.12074880170377,42.12561901205952
OIL-000005,TXR-0002,2024-03-22,123.36797828033667,42.60811937632258
OIL-001331,TXR-0194,2023-03-23,117.9215128881489,62.03527903083198
OIL-001171,TXR-0170,2024-04-17,92.5305683013579,48.755640815374896
OIL-000096,TXR-0015,2023-01-30,12.985269724968159,39.07568621014114
OIL-000407,TXR-0062,2023-10-14,38.045742122457796,61.20950515663603
OIL-001502,TXR-0219,2023-04-18,10.19108408539891,55.23017361012478
OIL-000730,TXR-0107,2024-04-04,2.0200022756064264,53.66384332137945
OIL-000712,TXR-0105,2023-11-27,70.71807197608561,65.22825786712555
OIL-001187,TXR-0173,2024-05-06,106.5591159570845,49.185555536395086
OIL-000523,TXR-0078,2023-07-22,166.97844544079337,40.00580339311762
OIL-000581,TXR-0085,2024-02-21,63.76540213791625,54.65002128927789
OIL-001055,TXR-0154,2024-04-07,110.42993123762943,61.22241273131341
OIL-000156,TXR-0025,2024-03-07,80.24695403717959,53.780005859358056
OIL-000154,TXR-0025,2023-08-17,62.917275049965056,50.85387380828927
OIL-000263,TXR-0042,2023-10-03,90.0023271033714,53.16159345036899
OIL-000879,TXR-0128,2023-02-17,66.87354406801639,47.84797926710514
OIL-001440,TXR-0210,2023-10-16,68.65345257926202,54.5207563728303
OIL-000299,TXR-0047,2023-06-17,37.07570496452195,66.29029653702288
OIL-001475,TXR-0214,2023-02-15,0.0,55.75581323784113
OIL-000429,TXR-0065,2024-01-17,42.58291278782278,46.74856620618098
OIL-001360,TXR-0198,2024-04-01,0.0,58.09362370974233
OIL-001023,TXR-0149,2023-11-07,0.8418372306598574,56.306601064555736
OIL-000094,TXR-0015,2023-11-22,0.0,44.37372076405944
OIL-000603,TXR-0089,2023-02-26,124.99040294101204,76.83647469453479
OIL-001543,TXR-0225,2023-07-10,5.916294404321543,60.03038484540237
OIL-000318,TXR-0050,2024-02-21,67.91759539103617,46.10226518396623
OIL-000386,TXR-0059,2023-01-10,106.57933005519317,48.89507013077986
OIL-001219,TXR-0177,2023-08-19,124.69347279113285,60.23558011919219
OIL-000623,TXR-0092,2024-05-28,162.0255963466218,40.26032135920338
OIL-001027,TXR-0149,2024-05-16,4.3832807638694025,54.106096532112694
OIL-000933,TXR-0134,2024-05-09,7.027290730580646,52.84643712297172
OIL-001406,TXR-0205,2023-01-02,157.2441210417984,42.099838016301085
OIL-000619,TXR-0091,2024-05-15,149.48314794190344,62.85205004618358
OIL-001159,TXR-0169,2024-06-21,92.38683917418987,50.7541775541261
OIL-000283,TXR-0045,2023-02-23,53.78091129801149,62.59978065055043
OIL-000978,TXR-0142,2023-03-06,67.50139179011963,43.77700213493661
OIL-001132,TXR-0165,2023-07-03,145.02012403875833,57.86420232740125
OIL-001583,TXR-0230,2023-08-25,98.92422955279959,63.48929197047571
OIL-001281,TXR-0187,2023-02-18,109.73595972416689,68.57364806258715
OIL-000462,TXR-0069,2023-05-14,93.79351234416255,58.15371751965997
OIL-000266,TXR-0043,2023-01-19,58.87676851976878,42.01904165845497
OIL-000070,TXR-0011,2023-01-10,93.83233247650193,47.27882184374396
OIL-000279,TXR-0045,2023-07-22,31.680402455075836,51.65394801590644
OIL-000406,TXR-0062,2023-12-13,16.712497951016704,62.91955539042511
OIL-001347,TXR-0196,2023-03-11,59.67419419935673,57.244590170297606
OIL-001493,TXR-0218,2023-04-26,43.89276791595597,54.77974040457839
OIL-001348,TXR-0196,2023-05-18,77.86732958279595,55.81704523992096
OIL-000097,TXR-0016,2024-01-22,139.4401458834524,64.95795236628607
OIL-000430,TXR-0066,2024-02-04,30.897967756810353,75.22922579879545
OIL-000359,TXR-0056,2023-05-21,72.92961659983787,49.669729418189114
OIL-001232,TXR-0178,2023-03-11,79.2467742929507,50.23941578086012
OIL-000240,TXR-0039,2023-06-21,98.44812529031468,51.40625272210912
OIL-000580,TXR-0085,2024-04-25,29.75158957444317,56.861845814940644
OIL-000875,TXR-0127,2023-07-08,138.96195783861845,49.47636826356001
OIL-001024,TXR-0149,2024-02-02,0.0,54.08162141445983
OIL-000378,TXR-0058,2023-11-17,69.17178362261349,59.066430326987344
OIL-000732,TXR-0107,2024-03-04,14.370656558961015,58.51822534822747
OIL-000093,TXR-0015,2023-08-19,9.635873118867131,50.42669349235644
OIL-000658,TXR-0097,2023-04-25,71.74482737396526,60.21262491251865
OIL-000823,TXR-0120,2024-06-27,121.48733740075821,59.04911345854946
OIL-000976,TXR-0141,2023-12-05,98.10891512019964,54.12103381310736
OIL-000221,TXR-0035,2023-04-25,74.88039182627945,43.33468250198292
OIL-000343,TXR-0054,2023-03-07,53.725939402555085,60.41197354335617
OIL-001385,TXR-0201,2023-02-09,52.42822873299105,65.19054722699656
OIL-000556,TXR-0082,2023-07-23,79.23330081541675,51.37981383085735
OIL-000484,TXR-0072,2023-10-09,106.11978332934436,46.17357279453886
OIL-000515,TXR-0076,2023-04-04,117.7215554168885,59.74698040449786
OIL-000408,TXR-0062,2023-03-14,43.02013684577034,68.14823324478297
OIL-000689,TXR-0101,2023-09-25,37.80110378446511,59.01238971586985
OIL-000309,TXR-0049,2023-07-02,177.8578417743248,48.422135047610155
OIL-000259,TXR-0041,2023-02-22,161.65058910945956,65.61299278098116
OIL-001107,TXR-0161,2023-08-04,122.56209126306328,60.71377903893154
OIL-001570,TXR-0229,2023-01-21,27.152315993565512,58.10092743234607
OIL-001164,TXR-0169,2023-09-22,78.03548554703323,57.99238045808284
OIL-000278,TXR-0045,2023-12-30,38.962602206419355,51.54801396270085
OIL-001183,TXR-0172,2023-01-05,97.28603571846105,36.90210030392557
OIL-000011,TXR-0002,2023-03-21,82.78223559577505,56.85578401287441
OIL-001585,TXR-0231,2023-01-20,28.273240171162882,53.666912114566436
OIL-000663,TXR-0098,2023-10-30,84.60971268087103,65.12510657355742
OIL-000129,TXR-0021,2023-09-18,109.21678260928337,61.188154017242624
OIL-000173,TXR-0028,2024-05-19,87.89440304137453,58.24199985715403
OIL-001053,TXR-0154,2023-12-12,115.19300274732086,70.23210610721156
OIL-000446,TXR-0067,2023-06-18,39.32004599412846,73.26089269617323
OIL-001514,TXR-0221,2024-04-02,84.80205540097029,55.67555778424561
OIL-000868,TXR-0126,2024-06-27,26.567939877629172,63.779845271057376
OIL-000889,TXR-0129,2023-08-25,71.76776140215824,41.387283233713006
OIL-001380,TXR-0200,2024-02-15,89.87887423005273,48.904457264325146
OIL-001005,TXR-0146,2023-02-12,90.40977228479635,57.26739508498788
OIL-001453,TXR-0212,2023-07-10,59.203178011409975,52.27109995579447
OIL-000141,TXR-0023,2023-11-09,78.45256143248979,54.125223520151465
OIL-000053,TXR-0009,2024-04-08,109.42322181217398,43.58644424530916
OIL-000316,TXR-0050,2023-12-03,66.27606038509728,55.747815389867036
OIL-001533,TXR-0224,2024-01-25,49.638360492776044,33.80906136689234
OIL-000705,TXR-0104,2024-02-05,88.56592299459678,53.9595862279249
OIL-000158,TXR-0025,2023-03-04,75.84521033437234,57.24948029545886
OIL-000189,TXR-0030,2023-01-23,164.71126129230976,54.967656777701485
OIL-000896,TXR-0130,2024-01-03,63.467269004265916,59.712313727040495
OIL-000846,TXR-0124,2024-03-23,124.17118388717641,55.39013616335797
OIL-001069,TXR-0156,2024-06-13,42.17970329640477,40.15232646536301
OIL-000015,TXR-0003,2023-06-17,97.51960023008908,57.71227939779302
OIL-001239,TXR-0179,2023-05-20,45.219836189336085,53.35250843671462
OIL-001037,TXR-0151,2023-10-03,65.40236902773323,72.40025660808743
OIL-000155,TXR-0025,2023-06-17,61.607523557427136,49.068132862602134
OIL-000722,TXR-0106,2024-06-05,149.75919407070873,56.36422508247306
OIL-000113,TXR-0017,2024-03-24,36.49152936691637,60.581629323460156
OIL-001300,TXR-0189,2024-02-01,187.51598134443472,61.07934168310477
OIL-000852,TXR-0124,2023-08-26,132.49889905995786,47.39692742394229
OIL-001367,TXR-0198,2023-04-09,0.0,51.0577380128843
OIL-001524,TXR-0222,2023-06-19,75.5957885591143,59.33134311927905
OIL-001579,TXR-0230,2023-01-28,90.3229320888555,55.30930179615449
OIL-001519,TXR-0222,2024-06-08,82.51320322247663,62.231247942077175
OIL-000608,TXR-0089,2024-06-21,101.95688629673661,62.27963596748218
OIL-000632,TXR-0093,2023-04-05,190.18509125414835,60.59423686494374
OIL-000107,TXR-0017,2023-09-14,50.63643176815267,50.46500821467522
OIL-001011,TXR-0147,2023-11-10,108.56159311079385,45.08839577078476
OIL-001142,TXR-0166,2023-02-27,126.89551350543168,50.69763520159196
OIL-000840,TXR-0123,2023-02-05,45.60155286720834,45.27888960121402
OIL-001487,TXR-0216,2024-05-29,139.34714938588075,53.15478824088464
OIL-001586,TXR-0231,2023-06-18,61.70619984015423,48.13075543713679
OIL-000834,TXR-0122,2024-01-04,133.77059648288588,57.06812498173688
OIL-000720,TXR-0106,2023-07-22,116.08279895839854,49.9338744200643
OIL-001111,TXR-0161,2023-04-17,131.5883153513787,58.78368314496409
OIL-000586,TXR-0086,2024-02-02,90.2331162982402,53.80851115183651
OIL-001029,TXR-0150,2023-06-23,120.37667439229003,69.16462347246254
OIL-001258,TXR-0183,2023-07-31,49.29225952792241,66.38340171138677
OIL-000500,TXR-0074,2024-04-01,58.987431545233434,45.696077403829186
OIL-000277,TXR-0044,2024-06-30,75.59190804719987,51.58058299406397
OIL-000560,TXR-0082,2024-05-01,78.05511954470383,56.05652242549801
OIL-000412,TXR-0063,2024-01-28,9.130104784883656,63.64928316071873
OIL-000433,TXR-0066,2024-06-05,58.939011640580844,71.68713795980744
OIL-000253,TXR-0041,2024-03-19,162.99587070612148,65.27025021400598
OIL-000557,TXR-0082,2023-05-16,93.14736622599382,54.827180494780926
